"hydroid","Well","Date","Value","Parameter","varkey"
"60423","WD FROM SP HOLLOW RES","2018/12/01","146.03","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/11/01","159.027","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/10/01","150.744","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/09/01","149.966","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/08/01","151.794","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/07/01","157.977","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/06/01","7.342","Maximum daily water use by a system or MP based on annual report","max_daily_wd_mgd"
"60423","WD FROM SP HOLLOW RES","2018/06/01","175.084","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/05/01","170.294","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/04/01","138.68","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/03/01","140.33","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/02/01","156.581","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/01/01","1,874.823","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2018/01/01","0","Where the metered value was observed, customer (V) or source (S).","water_meterloc"
"60423","WD FROM SP HOLLOW RES","2018/01/01","178.316","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2018/01/01","0","Method used to determine amount withdrawn or transferred.  Options are estimated (E) and measured (M).","water_meter_method"
"60423","WD FROM SP HOLLOW RES","2017/12/01","135.398","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/11/01","137.444","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/10/01","150.955","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/09/01","143.531","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/08/01","157.835","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/07/01","144.716","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/06/01","122.186","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/05/01","130.692","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/04/01","123.161","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/03/01","135.529","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/02/01","129.992","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2017/01/01","0","Maximum daily water use by a system or MP based on annual report","max_daily_wd_mgd"
"60423","WD FROM SP HOLLOW RES","2017/01/01","0","Where the metered value was observed, customer (V) or source (S).","water_meterloc"
"60423","WD FROM SP HOLLOW RES","2017/01/01","0","Method used to determine amount withdrawn or transferred.  Options are estimated (E) and measured (M).","water_meter_method"
"60423","WD FROM SP HOLLOW RES","2017/01/01","1,675.117","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2017/01/01","163.678","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/12/01","145.952","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/12/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/11/01","134.501","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/11/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/10/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/10/01","131.001","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/09/01","136.808","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/09/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/08/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/08/01","124.226","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/07/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/07/01","135.845","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/06/01","131.825","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/06/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/06/01","13","",""
"60423","WD FROM SP HOLLOW RES","2016/05/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/05/01","126.148","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/04/01","112.964","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/04/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/03/01","106.356","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/03/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/02/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/02/01","100.617","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/01/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2016/01/01","1,489.481","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2016/01/01","103.238","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2016/01/01","0","Where the metered value was observed, customer (V) or source (S).","water_meterloc"
"60423","WD FROM SP HOLLOW RES","2016/01/01","0","Method used to determine amount withdrawn or transferred.  Options are estimated (E) and measured (M).","water_meter_method"
"60423","WD FROM SP HOLLOW RES","2015/12/01","3.51096774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/12/01","108.84","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/11/01","3.62033333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/11/01","108.61","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/10/01","2.83290322580645","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/10/01","87.82","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/09/01","4.325","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/09/01","129.75","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/08/01","142.51","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/08/01","4.59709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/07/01","144.57","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/07/01","4.66354838709677","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/06/01","129.12","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/06/01","4.304","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/05/01","4.23741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/05/01","131.36","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/04/01","3.58466666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/04/01","107.54","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/03/01","116.46","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/03/01","3.75677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/02/01","4.89857142857143","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/02/01","137.16","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/01/01","4.89548387096774","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2015/01/01","151.76","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2015/01/01","1,495.5","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2014/12/01","142.077","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/12/01","4.58312903225806","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/11/01","4.07476666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/11/01","122.243","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/10/01","4.15403225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/10/01","128.775","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/09/01","125.772","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/09/01","4.1924","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/08/01","4.23170967741935","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/08/01","131.183","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/07/01","144.853","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/07/01","4.67267741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/06/01","144.007","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/06/01","4.80023333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/05/01","4.15796774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/05/01","128.897","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/04/01","3.9482","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/04/01","118.446","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/03/01","140.895","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/03/01","4.545","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/02/01","4.73132142857143","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/02/01","132.477","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/01/01","4.45445161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2014/01/01","138.088","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2014/01/01","1,597.713","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2013/12/01","134.92","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/12/01","4.35225806451613","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/11/01","4.127","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/11/01","123.81","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/10/01","123.83","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/10/01","3.99451612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/09/01","129.5","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/09/01","4.31666666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/08/01","118.12","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/08/01","3.81032258064516","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/07/01","3.79225806451613","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/07/01","117.56","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/06/01","124.69","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/06/01","4.15633333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/05/01","108.91","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/05/01","3.51322580645161","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/04/01","3.85933333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/04/01","115.78","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/03/01","3.00645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/03/01","93.2","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/02/01","3.58892857142857","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2013/02/01","100.49","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/01/01","1,435.93","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2013/01/01","145.12","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2013/01/01","4.68129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/12/01","3.20996774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/12/01","99.509","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/11/01","106.904","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/11/01","3.56346666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/10/01","4.04506451612903","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/10/01","125.397","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/09/01","4.96866666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/09/01","149.06","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/08/01","165.076","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/08/01","5.32503225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/07/01","6.03893548387097","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/07/01","187.207","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/06/01","160.37","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/06/01","5.34566666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/05/01","153.586","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/05/01","4.95438709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/04/01","4.46376666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/04/01","133.913","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/03/01","141.625","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/03/01","4.56854838709677","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/02/01","133.331","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2012/02/01","4.59762068965517","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/01/01","4.52293548387097","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2012/01/01","1,696.189","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2012/01/01","140.211","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/12/01","4.11806451612903","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/12/01","127.66","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/11/01","119.73","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/11/01","3.991","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/10/01","4.18387096774194","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/10/01","129.7","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/09/01","5.037","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/09/01","151.11","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/08/01","6.06129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/08/01","187.9","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/07/01","5.68741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/07/01","176.31","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/06/01","157.34","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/06/01","5.24466666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/05/01","3.89645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/05/01","120.79","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/04/01","4.18533333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/04/01","125.56","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/03/01","4.20903225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/03/01","130.48","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/02/01","132.86","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/02/01","4.745","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/01/01","152.62","Monthly withdrawal in millions of gallons","wd_mgm"
"60423","WD FROM SP HOLLOW RES","2011/01/01","4.92322580645161","Water withdrawal in Million gallons Per Day","wl_mgd"
"60423","WD FROM SP HOLLOW RES","2011/01/01","1,712.06","Withdrawal in MGY","wd_mgy"
"60423","WD FROM SP HOLLOW RES","2010/12/01","4.89677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
